ep,seed,success,category,init_x,init_y,final_x,final_y,final_z,frame_x,frame_y,xy_dist,z_margin,max_lift_delta,lifted_ever,success_ever,final_phase
13,20013,True,success,0.5524741676709732,0.03559140975267427,0.5021637083459406,0.17281398755087396,1.0348922445797804,0.47,0.15,0.039433262134068524,0.029892244579780458,0.10188409668522969,True,True,done
14,20014,True,success,0.5539767445600826,-0.012172428418734112,0.48489995976946654,0.1506590173166913,1.0348922445727207,0.47,0.15,0.014914526642016538,0.029892244572720772,0.11627936251149729,True,True,done
15,20015,False,pick_lift_fail,0.5345723332486214,0.039414843443562754,0.5007995614691296,0.05086524099636024,1.0249931689659983,0.47,0.15,0.10380902383415629,0.019993168965998454,0.007757946735529542,False,False,done
16,20016,True,success,0.5196210099979939,-0.0554805518433347,0.4892957709818368,0.16160212539697136,1.0348922445775195,0.47,0.15,0.022515241315840786,0.0298922445775196,0.1003266940756582,True,True,done
17,20017,True,success,0.5216274558748167,0.021871633923301725,0.4647774628373534,0.16874418509994252,1.0348921712025267,0.47,0.15,0.019458144039864952,0.02989217120252685,0.10928968853921739,True,True,done
18,20018,True,success,0.5153876303002997,-0.006235182375920769,0.4811302612830075,0.1557239029637521,1.0348922445788018,0.47,0.15,0.012515821242190493,0.029892244578801908,0.10748672237713874,True,True,done
19,20019,True,success,0.4896965211600334,-0.014717370932963238,0.4827559119746936,0.15861348434695127,1.0348922445728523,0.47,0.15,0.015391731640764355,0.029892244572852444,0.0990777902019171,True,True,done
20,20020,True,success,0.5134650170102072,0.006615026403199064,0.48023638594391743,0.16421501759715784,1.0348922445604989,0.47,0.15,0.017517143673565567,0.029892244560498993,0.10277281494627943,True,True,done
21,20021,True,success,0.4991980901256954,-0.022231183648717436,0.48182271980523533,0.15796919938835058,1.0348922445788837,0.47,0.15,0.014257799356295899,0.029892244578883842,0.10052792234301178,True,True,done
22,20022,True,success,0.5217388845850612,0.03211523437108114,0.49483307835554885,0.1734732371161713,1.0348922445788198,0.47,0.15,0.03417125460565989,0.029892244578819893,0.11570136392807018,True,True,done
23,20023,True,success,0.5511715956754867,0.03614689069950656,0.4998037817170144,0.1633514753774084,1.0348922445796374,0.47,0.15,0.032657729550429344,0.02989224457963746,0.09938745493944534,True,True,done
24,20024,False,pick_lift_fail,0.4817351864766834,0.04681249650851919,0.49237432073885984,0.04168025386210338,1.0249931689659983,0.47,0.15,0.11060640863848596,0.019993168965998454,0.0030826538127359804,False,False,move_preplace
25,20025,True,success,0.5220418002900109,-0.045397109042044505,0.4894518288744069,0.14187545612225344,1.034892244127577,0.47,0.15,0.021080366689899883,0.029892244127577072,0.10583209959406492,True,True,done
26,20026,True,success,0.5096079359959667,0.010749883849055564,0.4876861884403916,0.1529351396505039,1.0348922445707942,0.47,0.15,0.01792808707913373,0.029892244570794313,0.10670168410312897,True,True,done
27,20027,True,success,0.5213486785792165,0.0016679306057490427,0.476266319528145,0.15540034751971243,1.0348922444900914,0.47,0.15,0.008272273796392154,0.029892244490091535,0.12081218208453448,True,True,done
28,20028,True,success,0.4962405961783344,0.019281531345244667,0.48479776840367267,0.1536609142343745,1.0348922445772089,0.47,0.15,0.015243891982042507,0.02989224457720896,0.10413844959869056,True,True,done
29,20029,True,success,0.49293833197632814,-0.04737600355976009,0.4838588825208494,0.14600576129968457,1.0348922445793982,0.47,0.15,0.014422987468683576,0.02989224457939832,0.10776107761099407,True,True,done
30,20030,True,success,0.51245364827356,0.006822542829768349,0.48089707328516557,0.1518411015185005,1.0348922445796744,0.47,0.15,0.01105150944367757,0.029892244579674543,0.10638302620390916,True,True,done
31,20031,True,success,0.5497571934389812,0.021979332413977478,0.4836832780640159,0.1609244762696076,1.0348922445794766,0.47,0.15,0.017509319813813415,0.0298922445794767,0.11432028435279418,True,True,done
32,20032,True,success,0.5099871626071145,-0.031955100136249755,0.4805170374126783,0.16732938986198131,1.0348922430829384,0.47,0.15,0.020271058900023377,0.029892243082938474,0.10359817020657291,True,True,done
33,20033,True,success,0.5362543194201437,-0.02708771601743008,0.4835697802872289,0.14831347527642075,1.034892244556516,0.47,0.15,0.013674183803317518,0.02989224455651618,0.10617458319232709,True,True,done
34,20034,True,success,0.4800301736155342,-0.004286986081570545,0.4824892786336297,0.16053848260551185,1.0348922445764668,0.47,0.15,0.016341410478141614,0.029892244576466886,0.10344623274877818,True,True,done
35,20035,True,success,0.537426650932211,-0.027525271189875963,0.4848806924084111,0.1481725881213444,1.034892244579264,0.47,0.15,0.01499247947232197,0.029892244579264204,0.10584879341246012,True,True,done
36,20036,False,pick_lift_fail,0.5457252335243907,0.055752990589755205,0.5609088793028775,0.05191313704755257,1.0249931689659983,0.47,0.15,0.13373652089073257,0.019993168965998454,0.003227919908535437,False,False,move_preplace
37,20037,True,success,0.5695127371383416,-0.02312053544436701,0.49128710185344204,0.15290247554071473,1.0348922445716993,0.47,0.15,0.021484065480799116,0.029892244571699367,0.11197461372652029,True,True,done
38,20038,True,success,0.5544468399763994,-0.045968247112806594,0.48418454216444184,0.15931339485014834,1.0348922445795559,0.47,0.15,0.016968811391773996,0.02989224457955597,0.11012567935382678,True,True,done
39,20039,True,success,0.5565295086690115,0.002977035369992911,0.48108037382587976,0.15639086195938723,1.0348922445797488,0.47,0.15,0.012791317395217144,0.029892244579748928,0.10644793308566891,True,True,done
40,20040,True,success,0.5575023141181821,-0.0022291377679949337,0.4829267593093675,0.16768602731322685,1.0348922445790052,0.47,0.15,0.02190654396217091,0.0298922445790053,0.11407028174626288,True,True,done
41,20041,False,pick_lift_fail,0.5609036899408797,0.04414055807859752,0.5698037766504556,0.039311848848834235,1.0249931689659983,0.47,0.15,0.1490391245242582,0.019993168965998454,4.918372434925544e-05,False,False,move_preplace
42,20042,True,success,0.5489073035221895,-0.030360582020551367,0.4842161851776575,0.15324646972530856,1.0348922445797673,0.47,0.15,0.014582163305998024,0.029892244579767357,0.10676643716572554,True,True,done
43,20043,True,success,0.5319144504624543,-0.008417087974580219,0.48362175536731644,0.15589556420198256,1.0348922445777335,0.47,0.15,0.014842839908410833,0.02989224457773365,0.11091319801998045,True,True,done
44,20044,True,success,0.5309950838798909,-0.03231401313391622,0.48288594697072784,0.1619096783913651,1.0348922445725424,0.47,0.15,0.01754673954665538,0.02989224457254247,0.10598972032134446,True,True,done
45,20045,True,success,0.4907573739237498,-0.035620240259842444,0.48178378063273025,0.14363165177771345,1.0348922441517119,0.47,0.15,0.013394526683709634,0.02989224415171199,0.0949353983836223,True,True,done
46,20046,True,success,0.4998740576035798,-0.032697751389226655,0.4835540095172452,0.15625355468259935,1.034892244579647,0.47,0.15,0.014927093493437849,0.02989224457964701,0.10450626976286981,True,True,done
47,20047,True,success,0.5165420146585685,-0.04759881254486414,0.4939359579208507,0.15162186100288863,1.0348922445793618,0.47,0.15,0.02399084230912762,0.029892244579361904,0.1058745809047621,True,True,done
48,20048,False,place_xy_fail,0.5194601179241859,0.043981892457375264,0.5082258081015987,0.05327316824556035,1.0249931689659983,0.47,0.15,0.10400621320994204,0.019993168965998454,0.04012958998104832,True,False,done
49,20049,True,success,0.49003267293158087,0.008460199608071123,0.47637572173832277,0.15490653271847335,1.0348922445425863,0.47,0.15,0.008045115971940452,0.029892244542586432,0.10452444404387662,True,True,done
50,20050,True,success,0.5450508201012151,-0.043936609022992575,0.48131423335038376,0.1484024010846956,1.0348922445795659,0.47,0.15,0.01142646920973922,0.029892244579565963,0.10867896596776472,True,True,done
51,20051,True,success,0.48909342936816597,-0.057688465598297906,0.48282247544652457,0.1521851885348097,1.0348922445778075,0.47,0.15,0.013007341215997599,0.029892244577807592,0.0991017439818862,True,True,done
52,20052,True,success,0.5551540954187749,0.039787142933106985,0.48544787177983334,0.1580412910203821,1.0348922440153279,0.47,0.15,0.01741548459850171,0.029892244015327973,0.09608867774877705,True,True,done
53,20053,False,pick_lift_fail,0.5594770483482779,-0.0542198958699726,0.5906835848722638,-0.0645886172057405,1.0249931689659983,0.47,0.15,0.24619667400656073,0.019993168965998454,0.0026888560900375502,False,False,move_release
54,20054,False,pick_lift_fail,0.565557625210028,-0.015779712304258744,0.5904747677374043,-0.009189224492091037,1.0249931689659983,0.47,0.15,0.19963811974614182,0.019993168965998454,0.00016190537254590076,False,False,move_preplace
55,20055,True,success,0.5059019120524358,-0.04842844649156187,0.4890807193143932,0.15161183213865373,1.0348922445792215,0.47,0.15,0.019148677562637446,0.029892244579221572,0.10550326897553597,True,True,done
56,20056,True,success,0.517713063573271,0.007481800860586609,0.47924628003318054,0.16983757591859217,1.034892244563249,0.47,0.15,0.021886596646758526,0.029892244563249015,0.11198198356546096,True,True,done
57,20057,True,success,0.5338153824812828,0.01019129973110472,0.4874581702650896,0.15036471004920307,1.0348922432650627,0.47,0.15,0.017461979338690353,0.02989224326506279,0.11402858333659105,True,True,done
58,20058,False,place_xy_fail,0.5220224614032032,0.03761141033620296,0.5275005955690973,0.10117366701067047,1.0649283088333832,0.47,0.15,0.0754342712829241,0.05992830883338329,0.04839775987239947,True,False,done
59,20059,True,success,0.502938576147163,-0.05687102287609666,0.4951870961061651,0.1354171901028155,1.034881356474644,0.47,0.15,0.029104091718495904,0.029881356474644072,0.09272703799093396,True,True,done
60,20060,False,pick_lift_fail,0.5348368275911589,0.049802172764807785,0.5361188766899497,0.050805963445093215,1.0249931689659983,0.47,0.15,0.11921058150515398,0.019993168965998454,0.008510896466510598,False,False,done
61,20061,True,success,0.5285683020699129,0.03124564584507172,0.49255935845987725,0.18310282057620902,1.034892244579712,0.47,0.15,0.040058973828867916,0.02989224457971207,0.09339461926051751,True,True,done
62,20062,True,success,0.5116152993621578,-0.041503568543858387,0.48820714576063434,0.14385204588137435,1.0348922445743496,0.47,0.15,0.01921711467920489,0.02989224457434969,0.1043800633105394,True,True,done
63,20063,True,success,0.5573234905028843,0.008544796418044828,0.4846039179440368,0.14438670916589136,1.0348922341092732,0.47,0.15,0.015645556982876913,0.02989223410927333,0.11440249710395589,True,True,done
64,20064,True,success,0.510996886865738,-0.010385680601991201,0.4809762709446762,0.15659405922756203,1.0348922445794024,0.47,0.15,0.01280469214575422,0.029892244579402538,0.10876213690630898,True,True,done
65,20065,True,success,0.5429245138522758,0.04271173090449238,0.48370340921499666,0.14616687428174474,1.034891930442973,0.47,0.15,0.014229415901069374,0.029891930442973003,0.11367914149627056,True,True,done
66,20066,True,success,0.5558623942326529,0.0332727871207476,0.4883167858798553,0.1532069525056036,1.0348922445567088,0.47,0.15,0.018595407748733656,0.029892244556708913,0.11487422716744655,True,True,done
67,20067,True,success,0.5124215250085811,-0.026767981393239725,0.48081000830169107,0.15405590438009817,1.0348922445779627,0.47,0.15,0.01154584946303779,0.0298922445779628,0.10372163072136975,True,True,done
68,20068,True,success,0.5172372432763073,-0.03763111825565094,0.48331203920931937,0.1491508470148273,1.0348922445790594,0.47,0.15,0.013339094748246022,0.02989224457905948,0.11016329878331543,True,True,done
69,20069,True,success,0.5113528874757686,0.030222341809731695,0.49223443331878264,0.17682718232521463,1.0348922445797823,0.47,0.15,0.0348434748054453,0.029892244579782457,0.09493537434463217,True,True,done
70,20070,True,success,0.5616471249977971,0.041081857669471845,0.4922492522107526,0.1764750715092071,1.0348922445797823,0.47,0.15,0.034582634881618134,0.029892244579782457,0.10736179183869399,True,True,done
71,20071,False,pick_lift_fail,0.5593709802781711,0.04454375219450981,0.5608943047120769,0.0426860451697,1.0249931689659983,0.47,0.15,0.1406344891213089,0.019993168965998454,0.0023339444017269617,False,False,move_preplace
72,20072,True,success,0.5544957035349115,-0.003409606129831651,0.4893750022802241,0.14479229232796945,1.0348922443874353,0.47,0.15,0.020062675109666132,0.02989224438743543,0.1167931607485897,True,True,done
73,20073,False,pick_lift_fail,0.49369389346026843,0.042357650586650634,0.5104687367081568,0.035550702171257366,1.024998589241094,0.47,0.15,0.12139341178270902,0.0199985892410941,0.006427210721642318,False,False,move_preplace
74,20074,True,success,0.48939977234891646,-0.007006489287979565,0.48156912285183817,0.16141557218381075,1.0348922443987723,0.47,0.15,0.01625299639588709,0.02989224439877236,0.10264201002304185,True,True,done
75,20075,True,success,0.5281918524577128,-0.005075952856633235,0.48045506301978075,0.16121810850884674,1.034892244579673,0.47,0.15,0.015334741643205054,0.02989224457967321,0.11198093558985378,True,True,done
76,20076,True,success,0.5562223120309182,-0.04649359283001519,0.4868342980516285,0.13651017487815303,1.0348922445796882,0.47,0.15,0.02157241230620898,0.02989224457968831,0.1021462622457252,True,True,done
77,20077,False,place_xy_fail,0.5219213446267054,0.059540306712907165,0.5026861624709537,0.04800685082701198,1.0249931689659983,0.47,0.15,0.10710269695624368,0.019993168965998454,0.03980309105175173,True,False,done
78,20078,False,pick_lift_fail,0.5672355819744764,0.043848163208958936,0.5672355819744764,0.043848163208958936,1.0249931689659983,0.47,0.15,0.1439547528080506,0.019993168965998454,0.0,False,False,move_preplace
79,20079,False,pick_lift_fail,0.5663061142661783,0.05496862022949886,0.5663061142661783,0.05496862022949886,1.0249931689659983,0.47,0.15,0.13529904207397553,0.019993168965998454,0.0,False,False,move_preplace
80,20080,True,success,0.5628792025651642,-0.0020580437334934035,0.4862297810985778,0.16147786072739784,1.0348922445794504,0.47,0.15,0.01987830680378224,0.0298922445794505,0.1110448885187747,True,True,done
81,20081,False,pick_lift_fail,0.5482172521949474,0.05608632567991667,0.5697855364263913,0.04816306571989371,1.0249931689659983,0.47,0.15,0.14257599539709817,0.019993168965998454,0.003873269230622922,False,False,move_preplace
82,20082,True,success,0.5493232107943924,0.01506495400525052,0.48411934505640536,0.15524082751820012,1.0348922445796123,0.47,0.15,0.015060616783430979,0.02989224457961237,0.11253731146947099,True,True,done
83,20083,True,success,0.5004310641053036,-0.04409798575485082,0.49091647288450585,0.15212389966184015,1.0348922445793884,0.47,0.15,0.021024028817090083,0.02989224457938855,0.09905496040042339,True,True,done
84,20084,True,success,0.5686663818264457,-0.04552384687012393,0.4967487165195524,0.15569857166681528,1.034756986115829,0.47,0.15,0.027348995493165846,0.02975698611582911,0.11125808837839246,True,True,done
85,20085,True,success,0.4849958033817367,-0.04435656268794333,0.4777755405183267,0.15276453961436381,1.0348922445567688,0.47,0.15,0.008252375999160953,0.029892244556768865,0.1053887211342841,True,True,done
86,20086,True,success,0.5417105400053828,-0.03532273492780067,0.4840833619049722,0.14587597797379984,1.0348922445747164,0.47,0.15,0.014674762015753679,0.02989224457471651,0.1078606476865398,True,True,done
87,20087,True,success,0.5387209163633734,-0.0314180821838796,0.4874542213689368,0.14341293468050684,1.0348922445562445,0.47,0.15,0.018655810706563254,0.029892244556244618,0.11227348428398076,True,True,done
88,20088,False,pick_lift_fail,0.4808570386065388,0.030553266564067327,0.48169072243106414,0.03378587430727141,1.024928729680529,0.47,0.15,0.11680066781266923,0.019928729680529056,0.002123224807063284,False,False,move_preplace
89,20089,True,success,0.5462887971476331,0.044814549741615896,0.4950103777056101,0.17483630843260992,1.0348922445797823,0.47,0.15,0.0352471447004862,0.029892244579782457,0.0989532672456126,True,True,done
90,20090,True,success,0.48476475047788825,-0.004789069127400006,0.48019841382407935,0.15796300270395955,1.0348922445748405,0.47,0.15,0.012938974325287168,0.029892244574840632,0.10428644367835971,True,True,done
91,20091,True,success,0.519801386710041,-0.05995391299001121,0.49185112076877713,0.14502756289495472,1.0348922445797488,0.47,0.15,0.022409743631182293,0.029892244579748928,0.0980394349660565,True,True,done
92,20092,False,pick_lift_fail,0.5354406483739776,0.05408107834566529,0.49809068919000404,0.05423377755273125,1.0249931689659983,0.47,0.15,0.09980108306521113,0.019993168965998454,0.010765136414705667,False,False,done
93,20093,True,success,0.4849679904955954,-0.0481781026360115,0.48502951064478755,0.15311863906710377,1.034892244575943,0.47,0.15,0.015349661229247018,0.029892244575943083,0.10183450177654363,True,True,done
94,20094,False,place_xy_fail,0.4991182869562506,-0.04908410948247228,0.7731447519526423,0.07256569909279434,1.0249931689659983,0.47,0.15,0.31287826960883164,0.019993168965998454,0.017084441449017218,True,False,move_preplace
95,20095,True,success,0.5505385165450053,-0.02899641467056993,0.4872861833115557,0.17652930823161836,1.0348922445156152,0.47,0.15,0.031664117368543875,0.02989224451561534,0.11792097818930447,True,True,done
96,20096,True,success,0.517424751564311,0.040230686656249355,0.4888790250684485,0.1762950182276593,1.0348922445797823,0.47,0.15,0.03237044286271108,0.029892244579782457,0.09507667515024609,True,True,done
97,20097,True,success,0.49751428771114087,0.023305635247300265,0.48618304586624517,0.16140028561239164,1.0348922445797184,0.47,0.15,0.019795390512770888,0.029892244579718508,0.09931695687765618,True,True,done
98,20098,True,success,0.5578127320194205,-0.025231535464431618,0.487726510725932,0.161824410599246,1.0348922445296496,0.47,0.15,0.021308352084010242,0.02989224452964967,0.11752679430985369,True,True,done
99,20099,False,place_xy_fail,0.5154129514528208,0.050595861516750586,0.49361745156185527,0.041610632342854975,1.0249931689659983,0.47,0.15,0.11093258781526885,0.019993168965998454,0.03935253921512927,True,False,done
100,20100,True,success,0.5098449887736481,0.009292761205159442,0.4796104236783306,0.1519706031614796,1.0348922445767053,0.47,0.15,0.009810378183181919,0.029892244576705362,0.10319399706627763,True,True,done
